Model,Graph_Version,Total_Budget,Split_Ratio,Timestep,Phase1_Budget,Phase2_Budget,Phase1_Cost,Phase2_Cost,Phase1_Remaining_Budget,Phase2_Remaining_Budget,Total_Remaining_Budget,Phase1_SeedSize,Phase2_SeedSize,Total_SeedSize,Phase1_Seeds,Phase2_Seeds,Phase1_Activated_Count,Phase2_Activated_Count,Phase1_Profit,Phase2_Profit,Total_Profit,Phase2_Duration,Total_Timestep,Execution_Time,Epsilon
StochasticGreedy,Trivalency,1500,0.3,6,450,1109,391,1077,59,32,32,6,14,20,"0,6,8,11,37,64","3,9,10,22,25,26,31,44,66,68,70,72,75,76",8,14.91,7149.0,12491.7,19640.7,2,8,7.163808345794678,0.3
StochasticGreedy,Trivalency,1500,0.3,8,450,1423,77,1215,373,208,208,1,16,17,25,"12,15,18,19,21,22,23,28,29,43,46,51,58,65,70,73",1,17.12,758.0,14638.22,15396.22,2,10,7.662541389465332,0.3
StochasticGreedy,Trivalency,1500,0.3,10,450,1404,96,1394,354,10,10,1,18,19,12,"2,3,10,14,16,26,27,39,46,48,53,55,56,57,62,70,72,75",1,20.18,869.0,17127.51,17996.51,3,13,7.946698904037476,0.3
StochasticGreedy,Trivalency,2000,0.3,2,600,1786,214,1135,386,651,651,3,16,19,"27,45,55","0,2,3,4,8,9,29,31,32,33,40,41,43,44,54,59",4,16.55,3581.0,13834.11,17415.11,2,4,7.438617706298828,0.3
StochasticGreedy,Trivalency,2000,0.3,4,600,1728,272,1220,328,508,508,4,16,20,"6,25,28,46","3,4,5,14,21,30,34,40,43,50,51,56,58,59,63,69",4,17.16,3291.0,14529.24,17820.239999999998,2,6,7.199114084243774,0.3
StochasticGreedy,Trivalency,2000,0.3,6,600,1923,77,1823,523,100,100,1,24,25,25,"1,4,8,10,12,16,23,28,29,30,31,37,38,45,47,51,52,56,59,63,67,70,71,75",4,24.87,3609.0,20565.02,24174.02,2,8,7.92790412902832,0.3
StochasticGreedy,Trivalency,2000,0.3,8,600,1923,77,908,523,1015,1015,1,13,14,25,"0,6,7,8,13,15,30,31,32,37,38,41,42",3,13.14,2729.0,11187.95,13916.95,2,10,7.957781791687012,0.3
StochasticGreedy,Trivalency,2000,0.3,10,600,1826,174,1442,426,384,384,3,19,22,"0,14,73","1,4,8,10,11,13,18,19,23,30,40,50,51,55,57,59,66,67,69",3,21.85,2632.0,18290.98,20922.98,3,13,7.654549837112427,0.3
StochasticGreedy,Trivalency,2500,0.3,2,750,2298,202,1445,548,853,853,3,19,22,"11,43,55","5,12,19,21,28,30,34,40,42,45,46,48,49,51,57,59,67,72,74",6,20.73,5322.0,17351.43,22673.43,2,4,7.996293783187866,0.3
StochasticGreedy,Trivalency,2500,0.3,4,750,2264,236,1775,514,489,489,3,23,26,"5,11,55","7,9,13,17,19,23,24,25,26,29,32,40,43,46,47,48,51,56,59,62,63,65,73",5,25.28,4365.0,21151.68,25516.68,3,7,8.365259408950806,0.3
StochasticGreedy,Trivalency,2500,0.3,6,750,2283,217,1418,533,865,865,3,19,22,"28,51,55","0,1,2,3,4,7,8,9,14,31,34,43,47,49,64,68,69,71,74",4,19.99,3528.0,16657.36,20185.36,2,8,8.134124279022217,0.3
StochasticGreedy,Trivalency,2500,0.3,8,750,2029,471,1362,279,667,667,6,18,24,"10,15,17,48,51,69","3,4,8,9,18,24,29,36,37,40,41,43,56,58,59,65,66,68",6,18.96,4989.0,16309.49,21298.489999999998,2,10,7.876396417617798,0.3
StochasticGreedy,Trivalency,2500,0.3,10,750,2343,157,1050,593,1293,1293,2,14,16,"29,48","3,4,7,12,17,20,36,37,44,46,50,58,64,76",8,14.93,7282.0,12425.78,19707.78,2,12,7.997936487197876,0.3
StochasticGreedy,Trivalency,500,0.5,2,250,307,193,225,57,82,82,3,3,6,"15,60,70","11,23,25",4,4.79,3441.0,3982.58,7423.58,3,5,8.356856346130371,0.3
StochasticGreedy,Trivalency,500,0.5,4,250,276,224,234,26,42,42,3,3,6,"27,33,55","0,48,49",6,4.1,5402.0,3470.76,8872.76,2,6,8.158650636672974,0.3
StochasticGreedy,Trivalency,500,0.5,6,250,375,125,285,125,90,90,2,4,6,"0,74","5,48,50,68",3,5.1,2811.0,4336.86,7147.86,2,8,8.093701601028442,0.3
StochasticGreedy,Trivalency,500,0.5,8,250,423,77,152,173,271,271,1,2,3,25,"24,27",6,2.52,5276.0,2194.75,7470.75,2,10,8.159991025924683,0.3
StochasticGreedy,Trivalency,500,0.5,10,250,259,241,192,9,67,67,3,3,6,"35,57,68","0,20,24",5,3.75,4390.0,3328.76,7718.76,2,12,8.22252607345581,0.3
StochasticGreedy,Trivalency,1000,0.5,2,500,864,136,858,364,6,6,2,12,14,"0,23","1,7,11,25,30,51,54,57,70,73,74,75",6,13.56,5336.0,11795.35,17131.35,2,4,8.285770416259766,0.3
StochasticGreedy,Trivalency,1000,0.5,4,500,923,77,923,423,0,0,1,14,15,25,"8,14,19,26,36,37,44,45,54,62,66,71,73,74",2,14.56,1748.0,12581.36,14329.36,2,6,8.232104778289795,0.3
StochasticGreedy,Trivalency,1000,0.5,6,500,832,168,798,332,34,34,2,11,13,"17,27","8,11,20,28,29,55,57,60,61,70,73",3,12.87,2481.0,11142.87,13623.87,2,8,8.590026378631592,0.3
StochasticGreedy,Trivalency,1000,0.5,8,500,923,77,913,423,10,10,1,12,13,25,"12,14,21,23,26,31,36,42,51,57,60,63",2,13.2,1748.0,11033.89,12781.89,2,10,8.279503107070923,0.3
StochasticGreedy,Trivalency,1000,0.5,10,500,923,77,613,423,310,310,1,9,10,25,"8,18,19,20,36,44,49,50,68",4,9.69,3592.0,8218.59,11810.59,2,12,7.979687213897705,0.3
StochasticGreedy,Trivalency,1500,0.5,2,750,1178,322,1158,428,20,20,4,16,20,"5,7,15,57","2,3,10,18,24,28,33,36,38,39,41,43,45,51,69,70",4,17.08,3514.0,14488.49,18002.489999999998,2,4,7.817554235458374,0.3
StochasticGreedy,Trivalency,1500,0.5,4,750,1404,96,1354,654,50,50,1,20,21,12,"2,8,11,15,19,28,29,30,33,36,43,54,56,62,64,69,70,72,73,76",1,21.36,869.0,18422.83,19291.83,2,6,7.89782190322876,0.3
StochasticGreedy,Trivalency,1500,0.5,6,750,1352,148,1303,602,49,49,2,18,20,"11,23","0,1,3,8,12,14,15,28,34,35,40,43,50,52,59,60,67,76",5,18.35,4300.0,15261.23,19561.23,2,8,8.075238704681396,0.3
StochasticGreedy,Trivalency,1500,0.5,8,750,876,624,867,126,9,9,9,12,21,"6,27,31,44,46,48,62,68,74","0,18,28,34,37,50,55,56,57,59,69,72",11,13.3,9356.0,11368.54,20724.54,2,10,7.892295598983765,0.3
StochasticGreedy,Trivalency,1500,0.5,10,750,1364,136,1012,614,352,352,2,14,16,"11,45","0,6,12,16,20,21,31,43,50,54,57,59,66,75",4,14.99,3614.0,13130.1,16744.1,2,12,7.829202175140381,0.3
StochasticGreedy,Trivalency,2000,0.5,2,1000,1874,126,1078,874,796,796,2,15,17,"55,74","6,8,10,25,28,31,36,37,41,52,63,64,66,71,72",4,15.81,3642.0,13072.0,16714.0,2,4,8.451367855072021,0.3
StochasticGreedy,Trivalency,2000,0.5,4,1000,1720,280,1230,720,490,490,4,16,20,"8,16,50,64","5,6,12,13,15,28,30,37,38,39,41,47,57,66,70,72",4,16.76,3292.0,14357.37,17649.370000000003,2,6,8.350406646728516,0.3
StochasticGreedy,Trivalency,2000,0.5,6,1000,1837,163,1036,837,801,801,2,14,16,"13,55","0,6,16,28,33,35,37,38,39,46,47,48,54,69",2,15.63,1648.0,13253.63,14901.63,2,8,8.113730430603027,0.3
StochasticGreedy,Trivalency,2000,0.5,8,1000,1703,297,1272,703,431,431,4,17,21,"16,18,46,68","2,7,8,10,12,14,17,28,30,34,35,36,39,41,51,57,64",4,18.68,3356.0,15712.62,19068.620000000003,2,10,7.773008823394775,0.3
StochasticGreedy,Trivalency,2000,0.5,10,1000,1860,140,1644,860,216,216,2,22,24,"0,11","4,5,8,14,19,21,26,27,30,37,45,50,51,53,57,58,61,62,66,68,73,75",4,23.43,3732.0,20181.44,23913.44,2,12,8.348644495010376,0.3
StochasticGreedy,Trivalency,2500,0.5,2,1250,2423,77,1843,1173,580,580,1,23,24,25,"5,10,12,14,16,18,19,22,31,32,35,40,41,46,51,53,55,58,61,66,67,71,75",3,23.96,2639.0,19497.58,22136.58,2,4,8.242932081222534,0.3
StochasticGreedy,Trivalency,2500,0.5,4,1250,2435,65,1372,1185,1063,1063,1,19,20,20,"3,5,11,14,23,24,30,31,32,36,38,41,44,49,65,67,72,73,75",2,20.05,1835.0,16471.3,18306.3,2,6,7.739674806594849,0.3
StochasticGreedy,Trivalency,2500,0.5,6,1250,2435,65,1426,1185,1009,1009,1,18,19,55,"5,10,11,12,20,32,38,39,45,46,49,52,56,59,65,67,74,76",1,19.13,815.0,15748.53,16563.53,2,8,7.752865552902222,0.3
StochasticGreedy,Trivalency,2500,0.5,8,1250,2322,178,1800,1072,522,522,3,23,26,"6,48,54","4,5,9,13,15,17,18,23,24,35,36,37,38,39,41,47,50,59,61,62,65,66,71",4,23.94,3613.0,19708.82,23321.82,2,10,8.246799230575562,0.3
StochasticGreedy,Trivalency,2500,0.5,10,1250,2303,197,1995,1053,308,308,3,27,30,"25,43,70","3,4,6,9,14,15,22,24,27,32,36,38,39,40,42,46,47,49,50,53,55,60,61,64,72,73,74",5,28.03,4379.0,23111.89,27490.89,2,12,8.213261127471924,0.3
StochasticGreedy,Trivalency,500,0.7,2,350,354,146,257,204,97,97,2,4,6,"46,55","20,24,40,68",4,4.57,3364.0,3937.4,7301.4,2,4,7.9668731689453125,0.3
StochasticGreedy,Trivalency,500,0.7,4,350,356,144,140,206,216,216,2,2,4,"25,59","2,39",8,2.11,7108.0,1746.86,8854.86,2,6,8.510805130004883,0.3
StochasticGreedy,Trivalency,500,0.7,6,350,376,124,149,226,227,227,2,2,4,"0,26","23,25",6,2.71,5479.0,2154.55,7633.55,2,8,7.826227903366089,0.3
StochasticGreedy,Trivalency,500,0.7,8,350,313,187,278,163,35,35,2,4,6,"13,27","7,48,55,68",4,5.7,3684.0,5056.68,8740.68,2,10,6.783733129501343,0.3
StochasticGreedy,Trivalency,500,0.7,10,350,308,192,136,158,172,172,3,2,5,"20,55,64","48,74",7,2.65,6140.0,2342.51,8482.51,2,12,7.185162782669067,0.3
StochasticGreedy,Trivalency,1000,0.7,2,700,730,270,728,430,2,2,4,10,14,"8,15,24,29","6,7,9,11,26,32,37,53,54,61",4,11.16,3548.0,9550.92,13098.92,2,4,8.232366800308228,0.3
StochasticGreedy,Trivalency,1000,0.7,4,700,817,183,800,517,17,17,3,11,14,"24,32,36","3,7,15,18,25,29,30,45,51,68,71",3,11.96,2501.0,10369.95,12870.95,2,6,8.640912055969238,0.3
StochasticGreedy,Trivalency,1000,0.7,6,700,348,652,286,48,62,62,8,4,12,"9,12,22,41,59,63,70,76","27,54,57,73",10,4.64,8605.0,4135.31,12740.310000000001,2,8,8.443225383758545,0.3
StochasticGreedy,Trivalency,1000,0.7,8,700,878,122,870,578,8,8,2,12,14,"20,68","3,4,5,6,15,34,39,41,48,51,73,75",3,13.73,2790.0,12011.7,14801.7,2,10,8.047738075256348,0.3
StochasticGreedy,Trivalency,1000,0.7,10,700,804,196,793,504,11,11,3,11,14,"11,43,70","6,8,9,23,24,32,45,49,54,58,75",3,11.97,2704.0,10084.61,12788.61,2,12,8.203677415847778,0.3
StochasticGreedy,Trivalency,1500,0.7,2,1050,1341,159,1167,891,174,174,2,17,19,"29,63","4,5,6,11,18,28,31,32,33,41,43,45,48,56,67,68,70",3,18.91,2578.0,16125.81,18703.809999999998,2,4,8.67457890510559,0.3
StochasticGreedy,Trivalency,1500,0.7,4,1050,1098,402,930,648,168,168,5,14,19,"8,10,11,20,47","4,14,15,34,36,37,41,43,52,65,67,69,70,74",7,14.33,5922.0,12183.1,18105.1,2,6,8.2958345413208,0.3
StochasticGreedy,Trivalency,1500,0.7,6,1050,1279,221,1278,829,1,1,3,17,20,"4,48,63","5,6,8,9,14,17,20,25,27,28,44,45,47,53,54,71,75",4,17.35,3435.0,14533.36,17968.36,2,8,8.11469554901123,0.3
StochasticGreedy,Trivalency,1500,0.7,8,1050,1288,212,1153,838,135,135,3,16,19,"0,14,76","2,13,15,19,20,33,36,37,39,40,47,49,54,66,71,73",3,16.5,2529.0,13749.64,16278.64,2,10,8.357957124710083,0.3
StochasticGreedy,Trivalency,1500,0.7,10,1050,1335,165,1194,885,141,141,2,17,19,"11,71","0,4,7,15,16,19,29,30,37,43,53,55,62,70,74,75,76",5,18.15,4309.0,15906.14,20215.14,2,12,8.10036301612854,0.3
StochasticGreedy,Trivalency,2000,0.7,2,1400,1862,138,1333,1262,529,529,2,17,19,"41,70","6,9,10,16,19,21,24,27,29,32,37,38,40,44,56,64,66",2,18.09,1727.0,15039.43,16766.43,2,4,8.091252088546753,0.3
StochasticGreedy,Trivalency,2000,0.7,4,1400,1254,746,1063,654,191,191,11,15,26,"0,14,30,36,39,50,53,54,69,71,75","4,5,6,8,26,29,33,34,43,48,56,59,62,67,74",11,16.55,9346.0,14261.97,23607.97,2,6,8.441542148590088,0.3
StochasticGreedy,Trivalency,2000,0.7,6,1400,1789,211,1333,1189,456,456,3,19,22,"19,29,64","0,4,14,28,30,31,32,37,40,42,43,44,47,52,54,55,56,65,71",4,19.8,3442.0,16218.61,19660.61,2,8,8.423454523086548,0.3
StochasticGreedy,Trivalency,2000,0.7,8,1400,1824,176,1182,1224,642,642,2,16,18,"16,27","1,4,11,18,28,29,32,35,36,43,57,71,73,74,75,76",2,17.27,1761.0,14692.37,16453.370000000003,2,10,7.687258958816528,0.3
StochasticGreedy,Trivalency,2000,0.7,10,1400,1451,549,1147,851,304,304,8,16,24,"5,8,20,30,32,39,54,75","0,3,4,6,9,19,24,33,34,40,44,53,62,67,70,72",8,16.81,6954.0,14058.69,21012.690000000002,2,12,8.274073362350464,0.3
StochasticGreedy,Trivalency,2500,0.7,2,1750,1822,678,1553,1072,269,269,10,20,30,"14,19,39,40,43,49,64,68,74,75","8,9,10,13,15,27,28,30,31,34,44,45,47,58,61,63,65,70,72,76",10,20.95,8456.0,17313.91,25769.91,2,4,8.333086729049683,0.3
StochasticGreedy,Trivalency,2500,0.7,4,1750,2281,219,1465,1531,816,816,3,20,23,"14,21,59","2,3,13,22,26,29,30,31,33,38,39,40,44,45,47,49,50,55,70,74",3,21.17,2618.0,17385.65,20003.65,2,6,8.577436208724976,0.3
StochasticGreedy,Trivalency,2500,0.7,6,1750,2404,96,1516,1654,888,888,1,20,21,12,"2,5,7,9,11,13,14,30,31,36,37,40,46,47,50,51,56,59,71,75",1,20.91,869.0,17224.94,18093.94,2,8,7.3453545570373535,0.3
StochasticGreedy,Trivalency,2500,0.7,8,1750,2375,125,1235,1625,1140,1140,2,17,19,"0,43","3,5,7,18,24,28,30,33,36,38,42,52,56,64,67,74,76",4,17.57,3702.0,14541.04,18243.04,2,10,7.409693956375122,0.3
StochasticGreedy,Trivalency,2500,0.7,10,1750,1173,1327,1166,423,7,7,18,15,33,"0,2,7,14,16,21,31,37,42,43,47,56,66,67,70,72,73,76","3,4,6,8,12,15,22,35,38,45,58,62,64,65,71",18,15.46,15212.0,13054.47,28266.47,2,12,7.897250413894653,0.3
StochasticGreedy,Trivalency,500,0.9,2,450,197,303,141,147,56,56,4,2,6,"24,57,68,71","11,55",8,3.07,7016.0,2649.65,9665.65,2,4,8.45722246170044,0.3
StochasticGreedy,Trivalency,500,0.9,4,450,423,77,414,373,9,9,1,6,7,25,"0,23,36,45,48,66",2,7.52,1739.0,6517.82,8256.82,2,6,7.90014386177063,0.3
StochasticGreedy,Trivalency,500,0.9,6,450,327,173,201,277,126,126,2,3,5,"12,25","27,36,70",6,3.56,5355.0,3197.0,8552.0,2,8,8.484881162643433,0.3
StochasticGreedy,Trivalency,500,0.9,8,450,357,143,334,307,23,23,2,5,7,"11,59","24,25,40,55,68",5,5.97,4374.0,4988.31,9362.310000000001,2,10,8.398287534713745,0.3
StochasticGreedy,Trivalency,500,0.9,10,450,223,277,221,173,2,2,4,3,7,"27,36,42,45","0,7,11",5,4.25,4433.0,3832.69,8265.69,2,12,8.216803312301636,0.3
StochasticGreedy,Trivalency,1000,0.9,2,900,436,564,413,336,23,23,8,6,14,"4,18,31,37,55,65,69,70","11,15,19,32,57,68",9,7.21,7621.0,6316.66,13937.66,2,4,8.108023405075073,0.3
StochasticGreedy,Trivalency,1000,0.9,4,900,798,202,730,698,68,68,3,10,13,"24,27,54","0,15,35,43,49,58,62,68,73,76",5,10.84,4532.0,9427.94,13959.94,2,6,8.17850923538208,0.3
StochasticGreedy,Trivalency,1000,0.9,6,900,818,182,814,718,4,4,3,10,13,"0,20,73","2,4,10,11,16,29,35,57,60,72",5,11.29,4644.0,9327.95,13971.95,2,8,8.292159080505371,0.3
StochasticGreedy,Trivalency,1000,0.9,8,900,772,228,760,672,12,12,3,11,14,"11,16,20","7,8,15,22,23,28,37,39,50,54,61",8,11.47,7209.0,9789.36,16998.36,2,10,8.693775415420532,0.3
StochasticGreedy,Trivalency,1000,0.9,10,900,537,463,529,437,8,8,6,8,14,"6,18,38,58,62,69","15,30,36,41,59,63,68,76",9,8.55,7884.0,7442.47,15326.470000000001,2,12,7.851579189300537,0.3
StochasticGreedy,Trivalency,1500,0.9,2,1350,1150,350,1112,1000,38,38,5,16,21,"15,34,37,48,71","0,1,6,11,13,24,30,31,33,36,43,45,51,59,67,76",6,17.19,5090.0,14648.61,19738.61,2,4,8.168030500411987,0.3
StochasticGreedy,Trivalency,1500,0.9,4,1350,1211,289,1059,1061,152,152,5,14,19,"0,15,28,54,64","3,18,21,23,24,26,34,36,48,49,52,58,60,75",6,16.48,5292.0,13774.75,19066.75,3,7,8.266481161117554,0.3
StochasticGreedy,Trivalency,1500,0.9,6,1350,1380,120,1183,1230,197,197,2,16,18,"30,59","3,11,13,15,20,26,29,36,42,56,61,63,67,70,71,75",2,17.45,1745.0,14913.46,16658.46,2,8,8.676969766616821,0.3
StochasticGreedy,Trivalency,1500,0.9,8,1350,1190,310,1166,1040,24,24,4,17,21,"1,29,31,48","3,6,8,20,21,36,41,43,54,59,66,67,70,73,74,75,76",5,17.33,4078.0,15384.22,19462.22,2,10,8.36539363861084,0.3
StochasticGreedy,Trivalency,1500,0.9,10,1350,683,817,642,533,41,41,12,9,21,"0,4,8,12,28,30,40,53,54,55,59,73","7,32,33,36,37,47,56,64,68",15,9.16,13107.0,7670.88,20777.88,2,12,8.718703985214233,0.3
StochasticGreedy,Trivalency,2000,0.9,2,1800,1788,212,1458,1588,330,330,3,20,23,"4,15,51","6,10,12,13,18,21,30,31,32,36,37,38,40,41,43,50,70,71,72,75",3,20.34,2624.0,16903.99,19527.99,2,4,8.172173023223877,0.3
StochasticGreedy,Trivalency,2000,0.9,4,1800,1109,891,1089,909,20,20,11,15,26,"2,8,12,18,29,38,41,56,65,66,70","5,9,15,17,26,28,46,51,54,55,64,69,73,75,76",11,16.22,9224.0,13675.69,22899.690000000002,2,6,8.04126763343811,0.3
