Model,Graph_Version,Total_Budget,Split_Ratio,Timestep,Phase1_Budget,Phase2_Budget,Phase1_Cost,Phase2_Cost,Phase1_Remaining_Budget,Phase2_Remaining_Budget,Total_Remaining_Budget,Phase1_SeedSize,Phase2_SeedSize,Total_SeedSize,Phase1_Seeds,Phase2_Seeds,Phase1_Activated_Count,Phase2_Activated_Count,Phase1_Profit,Phase2_Profit,Total_Profit,Phase2_Duration,Total_Timestep,Execution_Time,Epsilon
StochasticGreedy,Weighted,1500,0.1,10,150,1360,140,362,10,998,998,2,5,7,"24,25","0,13,30,53,73",13,13.47,11549.0,12201.36,23750.36,3,13,8.260465621948242,0.6
StochasticGreedy,Weighted,2000,0.1,2,200,1842,158,821,42,1021,1021,2,12,14,"20,58","6,7,8,11,17,28,30,34,43,46,50,62",4,25.83,3442.0,22704.84,26146.84,4,6,7.651464939117432,0.6
StochasticGreedy,Weighted,2000,0.1,4,200,1906,94,1072,106,834,834,1,14,15,57,"4,6,9,21,24,25,30,34,41,42,45,47,51,53",2,20.11,1706.0,17128.81,18834.81,3,7,8.447953462600708,0.6
StochasticGreedy,Weighted,2000,0.1,6,200,1923,77,715,123,1208,1208,1,10,11,25,"0,2,10,11,15,24,41,48,66,70",3,32.26,2461.0,28740.61,31201.61,4,10,8.2347731590271,0.6
StochasticGreedy,Weighted,2000,0.1,8,200,1843,157,606,43,1237,1237,2,8,10,"24,57","0,11,26,27,51,52,56,64",5,31.59,4223.0,28288.11,32511.11,4,12,7.932942152023315,0.6
StochasticGreedy,Weighted,2000,0.1,10,200,1801,199,724,1,1077,1077,3,9,12,"11,43,64","0,21,22,23,24,39,46,57,58",14,23.82,12468.0,20969.0,33437.0,3,13,7.935347080230713,0.6
StochasticGreedy,Weighted,2500,0.1,2,250,2343,157,383,93,1960,1960,2,5,7,"24,57","0,10,11,45,51",7,24.7,6022.0,22219.22,28241.22,3,5,8.498889446258545,0.6
StochasticGreedy,Weighted,2500,0.1,4,250,2283,217,507,33,1776,1776,3,6,9,"10,20,26","11,42,46,56,57,61",6,19.03,5190.0,16564.45,21754.45,4,8,8.300271034240723,0.6
StochasticGreedy,Weighted,2500,0.1,6,250,2325,175,768,75,1557,1557,3,10,13,"6,45,64","0,12,18,32,34,46,48,58,61,74",4,23.53,3482.0,20622.2,24104.2,4,10,7.474385976791382,0.6
StochasticGreedy,Weighted,2500,0.1,8,250,2387,113,908,137,1479,1479,2,11,13,"26,36","9,11,12,13,40,45,47,52,57,59,69",8,21.1,7363.0,18109.41,25472.41,3,11,7.95714259147644,0.6
StochasticGreedy,Weighted,2500,0.1,10,250,2250,250,679,0,1571,1571,4,9,13,"20,30,54,69","0,2,11,22,31,35,40,52,56",4,27.55,3517.0,24303.11,27820.11,4,14,7.861558198928833,0.6
StochasticGreedy,Weighted,500,0.3,2,150,406,94,313,56,93,93,1,5,6,57,"0,11,43,70,73",3,24.87,2598.0,22628.03,25226.03,4,6,8.662812232971191,0.6
StochasticGreedy,Weighted,500,0.3,4,150,371,129,364,21,7,7,2,5,7,"59,64","0,19,24,48,49",5,20.03,4330.0,17959.88,22289.88,3,7,8.2909095287323,0.6
StochasticGreedy,Weighted,500,0.3,6,150,371,129,249,21,122,122,2,4,6,"59,64","0,11,54,70",3,23.37,2550.0,21214.1,23764.1,4,10,8.688401222229004,0.6
StochasticGreedy,Weighted,500,0.3,8,150,354,146,341,4,13,13,2,5,7,"58,73","0,31,48,60,70",6,16.81,5319.0,15001.51,20320.510000000002,3,11,8.434440851211548,0.6
StochasticGreedy,Weighted,500,0.3,10,150,409,91,197,59,212,212,1,3,4,51,"0,11,68",3,22.26,2629.0,20269.45,22898.45,4,14,8.38794469833374,0.6
StochasticGreedy,Weighted,1000,0.3,2,300,857,143,840,157,17,17,2,12,14,"11,59","4,6,8,9,18,35,37,48,52,64,68,70",25,17.13,22258.0,14866.13,37124.13,3,5,7.885716676712036,0.6
StochasticGreedy,Weighted,1000,0.3,4,300,740,260,683,40,57,57,4,9,13,"37,54,55,60","0,1,10,11,14,22,31,56,74",7,25.65,6043.0,22745.51,28788.51,4,8,8.212141036987305,0.6
StochasticGreedy,Weighted,1000,0.3,6,300,794,206,488,94,306,306,3,6,9,"7,24,64","5,11,25,37,49,69",9,19.63,7971.0,17179.86,25150.86,4,10,8.214105129241943,0.6
StochasticGreedy,Weighted,1000,0.3,8,300,843,157,356,143,487,487,2,5,7,"24,57","0,11,12,19,73",7,23.8,6243.0,21568.97,27811.97,3,11,8.569686651229858,0.6
StochasticGreedy,Weighted,1000,0.3,10,300,810,190,560,110,250,250,3,8,11,"19,24,45","0,7,25,30,33,55,65,68",11,19.75,9890.0,17422.99,27312.99,3,13,8.473134517669678,0.6
StochasticGreedy,Weighted,1500,0.3,2,450,1437,63,588,387,849,849,1,8,9,24,"9,11,16,36,40,45,51,73",6,20.9,5567.0,18460.78,24027.78,3,5,7.67383599281311,0.6
StochasticGreedy,Weighted,1500,0.3,4,450,1437,63,935,387,502,502,1,13,14,24,"0,17,23,27,28,29,37,39,55,62,64,66,67",2,31.23,1730.0,27581.14,29311.14,3,7,8.450374364852905,0.6
StochasticGreedy,Weighted,1500,0.3,6,450,1409,91,778,359,631,631,1,11,12,51,"13,28,36,37,48,54,55,58,59,69,75",2,18.74,1803.0,16538.65,18341.65,3,9,8.252171754837036,0.6
StochasticGreedy,Weighted,1500,0.3,8,450,1406,94,491,356,915,915,1,7,8,57,"11,28,39,48,55,68,69",2,23.66,1706.0,21197.02,22903.02,4,12,8.20772933959961,0.6
StochasticGreedy,Weighted,1500,0.3,10,450,1350,150,1176,300,174,174,2,16,18,"27,43","0,4,7,11,32,34,35,40,42,44,54,62,63,64,65,69",5,31.61,4654.0,27511.84,32165.84,3,13,7.965673923492432,0.6
StochasticGreedy,Weighted,2000,0.3,2,600,1817,183,710,417,1107,1107,3,10,13,"2,20,30","0,11,14,15,35,37,47,53,55,73",4,28.18,3476.0,25133.18,28609.18,4,6,7.552416801452637,0.6
StochasticGreedy,Weighted,2000,0.3,4,600,1487,513,611,87,876,876,7,9,16,"5,26,40,50,53,68,72","0,27,31,37,45,55,62,69,73",9,21.88,7523.0,19686.2,27209.2,3,7,7.7921528816223145,0.6
StochasticGreedy,Weighted,2000,0.3,6,600,1684,316,385,284,1299,1299,4,5,9,"10,24,27,40","0,16,19,44,53",16,14.32,13865.0,12862.63,26727.629999999997,3,9,8.13048529624939,0.6
StochasticGreedy,Weighted,2000,0.3,8,600,1777,223,804,377,973,973,3,11,14,"16,63,70","0,27,33,37,40,44,46,48,54,66,72",8,24.23,7214.0,21322.71,28536.71,3,11,8.708442211151123,0.6
StochasticGreedy,Weighted,2000,0.3,10,600,1707,293,431,307,1276,1276,4,6,10,"23,42,65,73","0,4,9,11,32,70",10,22.09,8555.0,19926.3,28481.3,4,14,8.89819598197937,0.6
StochasticGreedy,Weighted,2500,0.3,2,750,2272,228,614,522,1658,1658,3,8,11,"11,31,51","0,24,25,49,57,70,75,76",15,23.2,13200.0,20506.23,33706.229999999996,3,5,8.851912260055542,0.6
StochasticGreedy,Weighted,2500,0.3,4,750,2059,441,1199,309,860,860,6,16,22,"2,26,48,50,65,66","0,5,16,25,27,37,45,52,54,56,58,63,67,71,74,75",12,28.49,10318.0,24864.23,35182.229999999996,3,7,8.729731321334839,0.6
StochasticGreedy,Weighted,2500,0.3,6,750,2233,267,978,483,1255,1255,4,12,16,"6,26,31,65","0,5,13,21,22,28,35,42,56,66,72,73",10,20.44,8857.0,18007.36,26864.36,3,9,8.211268424987793,0.6
StochasticGreedy,Weighted,2500,0.3,8,750,2294,206,563,544,1731,1731,3,9,12,"2,60,70","0,14,23,26,48,50,55,67,73",4,24.24,3188.0,21524.44,24712.44,3,11,8.336601972579956,0.6
StochasticGreedy,Weighted,2500,0.3,10,750,2135,365,624,385,1511,1511,5,9,14,"0,31,37,49,69","18,28,41,42,43,54,61,63,74",32,11.81,29015.0,10195.62,39210.62,3,13,8.254865169525146,0.6
StochasticGreedy,Weighted,500,0.5,2,250,281,219,196,31,85,85,3,3,6,"23,25,33","11,37,68",11,13.51,9649.0,12200.51,21849.510000000002,4,6,7.543416261672974,0.6
StochasticGreedy,Weighted,500,0.5,4,250,409,91,381,159,28,28,1,5,6,51,"0,7,14,27,35",8,16.43,7124.0,14783.52,21907.52,3,7,7.923191547393799,0.6
StochasticGreedy,Weighted,500,0.5,6,250,409,91,335,159,74,74,1,5,6,51,"0,23,24,52,55",2,19.56,1803.0,17355.58,19158.58,4,10,8.527953386306763,0.6
StochasticGreedy,Weighted,500,0.5,8,250,363,137,213,113,150,150,2,3,5,"11,43","0,9,36",23,9.86,20751.0,8981.16,29732.16,3,11,8.014102935791016,0.6
StochasticGreedy,Weighted,500,0.5,10,250,257,243,136,7,121,121,3,2,5,"23,27,29","11,45",19,10.89,17160.0,9771.67,26931.67,3,13,8.2862868309021,0.6
StochasticGreedy,Weighted,1000,0.5,2,500,662,338,236,162,426,426,5,3,8,"0,29,36,68,69","11,58,59",18,14.8,16384.0,13205.08,29589.08,3,5,8.195241451263428,0.6
StochasticGreedy,Weighted,1000,0.5,4,500,861,139,468,361,393,393,2,6,8,"55,62","11,23,24,58,65,75",3,21.49,2656.0,18883.8,21539.8,4,8,8.732438087463379,0.6
StochasticGreedy,Weighted,1000,0.5,6,500,771,229,458,271,313,313,3,7,10,"24,25,27","0,8,11,31,34,36,45",10,22.94,8597.0,20524.89,29121.89,3,9,8.137088537216187,0.6
StochasticGreedy,Weighted,1000,0.5,8,500,926,74,312,426,614,614,1,5,6,62,"0,11,28,43,54",1,25.19,899.0,22832.16,23731.16,4,12,7.96340012550354,0.6
StochasticGreedy,Weighted,1000,0.5,10,500,856,144,683,356,173,173,2,9,11,"60,64","5,11,24,27,28,31,34,47,75",7,24.09,5998.0,21091.48,27089.48,4,14,8.449378967285156,0.6
StochasticGreedy,Weighted,1500,0.5,2,750,1131,369,581,381,550,550,5,8,13,"0,7,11,22,43","20,25,29,37,46,49,55,73",24,15.87,21708.0,13681.68,35389.68,3,5,9.02335500717163,0.6
StochasticGreedy,Weighted,1500,0.5,4,750,1051,449,574,301,477,477,6,8,14,"19,20,21,26,32,49","0,30,37,41,48,59,60,76",15,19.77,13191.0,17631.64,30822.64,3,7,8.49200987815857,0.6
StochasticGreedy,Weighted,1500,0.5,6,750,1361,139,568,611,793,793,2,8,10,"55,62","0,7,18,35,37,61,68,73",9,18.13,7905.0,16267.13,24172.129999999997,3,9,8.598069667816162,0.6
StochasticGreedy,Weighted,1500,0.5,8,750,1193,307,473,443,720,720,4,7,11,"29,42,51,67","4,11,31,48,50,63,68",6,21.2,5189.0,18662.08,23851.08,4,12,8.32675313949585,0.6
StochasticGreedy,Weighted,1500,0.5,10,750,1273,227,972,523,301,301,3,13,16,"20,27,44","0,1,5,6,24,30,32,41,43,48,49,60,65",10,24.84,8810.0,21621.71,30431.71,3,13,8.07599425315857,0.6
StochasticGreedy,Weighted,2000,0.5,2,1000,1409,591,1400,409,9,9,8,18,26,"13,15,28,33,38,58,68,75","1,3,6,12,22,23,24,27,29,30,37,39,49,56,61,63,70,72",11,24.05,9410.0,20516.25,29926.25,3,5,8.680454730987549,0.6
StochasticGreedy,Weighted,2000,0.5,4,1000,1597,403,767,597,830,830,6,10,16,"16,19,23,36,52,73","0,7,11,13,15,31,56,58,66,70",11,26.51,9622.0,23534.03,33156.03,4,8,7.7177300453186035,0.6
StochasticGreedy,Weighted,2000,0.5,6,1000,1553,447,1302,553,251,251,6,18,24,"16,18,22,34,67,75","4,7,8,12,13,15,19,23,28,30,45,46,52,55,56,66,70,74",10,21.33,8725.0,18226.26,26951.26,3,9,8.448926448822021,0.6
StochasticGreedy,Weighted,2000,0.5,8,1000,1469,531,704,469,765,765,7,9,16,"14,21,22,25,28,65,74","0,11,29,34,43,51,53,62,76",12,26.45,10356.0,23704.1,34060.1,3,11,8.107542276382446,0.6
StochasticGreedy,Weighted,2000,0.5,10,1000,1635,365,908,635,727,727,6,12,18,"28,50,59,67,70,74","1,2,3,5,8,9,11,14,36,37,39,72",11,21.6,9687.0,18729.77,28416.77,3,13,8.641791105270386,0.6
StochasticGreedy,Weighted,2500,0.5,2,1250,2180,320,1021,930,1159,1159,4,14,18,"0,19,49,57","18,23,24,27,29,33,36,40,46,48,52,70,75,76",20,22.12,18055.0,18847.18,36902.18,3,5,8.345179319381714,0.6
StochasticGreedy,Weighted,2500,0.5,4,1250,1975,525,855,725,1120,1120,7,12,19,"8,18,35,39,42,54,66","5,6,11,30,34,40,46,48,52,59,69,70",10,26.42,8701.0,23041.81,31742.81,4,8,8.731968402862549,0.6
StochasticGreedy,Weighted,2500,0.5,6,1250,2158,342,739,908,1419,1419,5,10,15,"19,33,42,52,67","0,10,12,20,21,23,36,48,54,72",6,23.65,4857.0,21053.8,25910.8,3,9,8.341404438018799,0.6
StochasticGreedy,Weighted,2500,0.5,8,1250,1641,859,848,391,793,793,12,12,24,"15,18,23,24,28,32,33,39,41,49,55,61","0,6,8,11,14,29,36,46,59,66,74,76",28,23.64,24187.0,20976.76,45163.759999999995,3,11,8.056521654129028,0.6
StochasticGreedy,Weighted,2500,0.5,10,1250,2184,316,692,934,1492,1492,4,9,13,"26,41,49,69","0,11,13,15,22,25,53,54,57",7,28.81,6068.0,25531.12,31599.12,4,14,8.306706666946411,0.6
StochasticGreedy,Weighted,500,0.7,2,350,208,292,201,58,7,7,5,3,8,"15,36,45,55,64","6,11,23",11,14.93,9685.0,13215.31,22900.309999999998,4,6,7.608355283737183,0.6
StochasticGreedy,Weighted,500,0.7,4,350,169,331,153,19,16,16,5,2,7,"41,55,68,72,73","11,25",11,14.46,9814.0,12826.73,22640.73,4,8,8.033127307891846,0.6
StochasticGreedy,Weighted,500,0.7,6,350,305,195,305,155,0,0,3,4,7,"26,44,64","11,24,25,27",5,19.72,4327.0,17467.77,21794.77,4,10,8.128620147705078,0.6
StochasticGreedy,Weighted,500,0.7,8,350,375,125,279,225,96,96,2,4,6,"24,64","0,11,23,59",14,22.84,12448.0,20631.02,33079.020000000004,3,11,8.794767141342163,0.6
StochasticGreedy,Weighted,500,0.7,10,350,423,77,394,273,29,29,1,6,7,25,"0,6,11,26,41,64",4,26.3,3529.0,23572.61,27101.61,4,14,8.688688278198242,0.6
StochasticGreedy,Weighted,1000,0.7,2,700,725,275,714,425,11,11,4,10,14,"29,43,54,69","1,3,23,24,25,28,33,50,62,74",9,18.12,8070.0,15453.42,23523.42,3,5,8.434497356414795,0.6
StochasticGreedy,Weighted,1000,0.7,4,700,609,391,505,309,104,104,5,7,12,"7,25,27,33,62","11,14,20,32,36,56,57",17,14.99,15091.0,13247.28,28338.28,3,7,8.235977172851562,0.6
StochasticGreedy,Weighted,1000,0.7,6,700,850,150,649,550,201,201,2,9,11,"31,38","0,10,11,18,28,33,53,67,74",2,29.7,1482.0,26456.91,27938.91,4,10,8.026926755905151,0.6
StochasticGreedy,Weighted,1000,0.7,8,700,528,472,268,228,260,260,7,4,11,"14,19,33,34,58,73,74","0,6,11,48",10,22.21,8560.0,20151.58,28711.58,4,12,7.9779815673828125,0.6
StochasticGreedy,Weighted,1000,0.7,10,700,781,219,778,481,3,3,3,11,14,"8,17,19","6,11,15,21,24,25,36,43,47,56,67",3,25.17,2517.0,22019.21,24536.21,4,14,8.116724729537964,0.6
StochasticGreedy,Weighted,1500,0.7,2,1050,1098,402,702,648,396,396,5,10,15,"15,25,47,49,69","2,11,48,50,54,55,58,61,74,75",14,21.66,12226.0,18823.0,31049.0,3,5,8.328639507293701,0.6
StochasticGreedy,Weighted,1500,0.7,4,1050,1075,425,1074,625,1,1,6,14,20,"5,8,37,48,50,74","10,17,20,21,23,26,27,45,46,51,57,64,68,72",10,24.29,8714.0,20868.43,29582.43,3,7,8.63639783859253,0.6
StochasticGreedy,Weighted,1500,0.7,6,1050,1406,94,210,956,1196,1196,1,3,4,57,"0,11,33",2,21.88,1706.0,19825.28,21531.28,4,10,8.838557958602905,0.6
StochasticGreedy,Weighted,1500,0.7,8,1050,1116,384,676,666,440,440,5,9,14,"0,1,15,57,69","20,25,30,41,49,50,61,66,75",31,13.16,28218.0,11059.5,39277.5,3,11,8.292927742004395,0.6
StochasticGreedy,Weighted,1500,0.7,10,1050,1365,135,527,915,838,838,2,7,9,"8,64","0,11,20,26,44,47,58",5,27.14,4354.0,24281.21,28635.21,4,14,8.359901189804077,0.6
StochasticGreedy,Weighted,2000,0.7,2,1400,1791,209,1505,1191,286,286,3,20,23,"7,37,55","2,3,4,5,6,10,12,13,31,33,42,45,48,51,54,60,68,69,72,75",9,24.86,8024.0,21134.68,29158.68,3,5,8.829359769821167,0.6
StochasticGreedy,Weighted,2000,0.7,4,1400,1924,76,593,1324,1331,1331,1,8,9,11,"10,18,20,30,31,48,60,65",22,12.07,19914.0,10172.38,30086.379999999997,3,7,8.497354507446289,0.6
StochasticGreedy,Weighted,2000,0.7,6,1400,1385,615,699,785,686,686,8,9,17,"0,8,9,25,44,59,61,63","11,16,18,28,30,38,53,58,62",18,22.83,15657.0,20144.22,35801.22,4,10,8.223018646240234,0.6
StochasticGreedy,Weighted,2000,0.7,8,1400,1943,57,854,1343,1089,1089,1,11,12,68,"0,11,21,32,35,46,52,53,63,64,72",1,30.73,930.0,27021.3,27951.3,4,12,8.02617597579956,0.6
StochasticGreedy,Weighted,2000,0.7,10,1400,1649,351,637,1049,1012,1012,5,9,14,"34,45,59,64,76","0,18,27,36,51,54,55,57,70",9,25.23,7642.0,22691.34,30333.34,3,13,7.993558883666992,0.6
StochasticGreedy,Weighted,2500,0.7,2,1750,2001,499,314,1251,1687,1687,6,4,10,"13,20,47,49,62,75","11,22,23,41",10,16.23,8553.0,14282.47,22835.47,4,6,9.331711292266846,0.6
StochasticGreedy,Weighted,2500,0.7,4,1750,1340,1160,765,590,575,575,16,10,26,"6,8,9,20,23,30,36,42,45,47,50,53,58,68,75,76","11,17,18,25,28,35,43,56,57,64",19,24.2,16326.0,20930.09,37256.09,3,7,8.316160917282104,0.6
StochasticGreedy,Weighted,2500,0.7,6,1750,2045,455,954,1295,1091,1091,6,12,18,"20,23,27,42,45,57","3,7,8,11,16,19,22,26,38,47,65,70",14,22.92,12418.0,20057.22,32475.22,3,9,7.857541561126709,0.6
StochasticGreedy,Weighted,2500,0.7,8,1750,2232,268,360,1482,1872,1872,3,5,8,"9,66,69","0,8,11,18,39",3,23.45,2574.0,21219.22,23793.22,4,12,8.28473949432373,0.6
StochasticGreedy,Weighted,2500,0.7,10,1750,2366,134,646,1616,1720,1720,2,9,11,"48,70","0,6,23,24,26,27,35,44,60",6,24.77,5491.0,21803.18,27294.18,4,14,8.134152173995972,0.6
StochasticGreedy,Weighted,500,0.9,2,450,191,309,159,141,32,32,4,2,6,"12,25,62,64","0,49",16,11.45,14006.0,10338.21,24344.21,3,5,8.773282289505005,0.6
StochasticGreedy,Weighted,500,0.9,4,450,409,91,405,359,4,4,1,5,6,51,"0,11,27,46,49",2,27.75,1803.0,24820.02,26623.02,4,8,8.670085906982422,0.6
StochasticGreedy,Weighted,500,0.9,6,450,424,76,424,374,0,0,1,6,7,11,"0,24,26,43,57,69",20,17.44,17740.0,15727.1,33467.1,3,9,8.014641046524048,0.6
StochasticGreedy,Weighted,500,0.9,8,450,209,291,188,159,21,21,4,3,7,"11,21,43,70","0,34,73",21,11.91,18787.0,10873.84,29660.84,3,11,8.345867156982422,0.6
StochasticGreedy,Weighted,500,0.9,10,450,361,139,352,311,9,9,2,5,7,"55,62","0,11,26,43,51",5,25.39,4503.0,22975.91,27478.91,3,13,8.042265176773071,0.6
StochasticGreedy,Weighted,1000,0.9,2,900,612,388,555,512,57,57,5,7,12,"5,19,52,58,64","1,3,10,11,24,56,73",10,20.28,8537.0,17812.14,26349.14,4,6,8.48220705986023,0.6
StochasticGreedy,Weighted,1000,0.9,4,900,713,287,653,613,60,60,4,9,13,"27,36,61,68","0,7,11,16,24,28,48,58,73",11,31.01,9910.0,27722.71,37632.71,3,7,8.551253318786621,0.6
StochasticGreedy,Weighted,1000,0.9,6,900,864,136,76,764,788,788,2,1,3,"25,67",11,21,9.89,19000.0,8880.96,27880.96,3,9,8.66245412826538,0.6
StochasticGreedy,Weighted,1000,0.9,8,900,623,377,620,523,3,3,5,8,13,"23,46,57,63,73","0,11,18,21,25,26,53,69",10,31.33,8539.0,28119.28,36658.28,4,12,8.34209418296814,0.6
StochasticGreedy,Weighted,1000,0.9,10,900,923,77,210,823,713,713,1,3,4,25,"0,48,75",13,14.82,11662.0,13556.85,25218.85,3,13,8.234690427780151,0.6
StochasticGreedy,Weighted,1500,0.9,2,1350,994,506,607,844,387,387,7,8,15,"3,5,14,20,36,65,68","0,10,11,16,39,48,52,59",9,27.92,7949.0,24927.99,32876.990000000005,4,6,8.444061756134033,0.6
StochasticGreedy,Weighted,1500,0.9,4,1350,1411,89,996,1261,415,415,1,14,15,27,"2,3,11,13,18,20,26,40,43,54,55,58,62,67",2,27.38,1818.0,23811.02,25629.02,4,8,8.645162343978882,0.6
StochasticGreedy,Weighted,1500,0.9,6,1350,1175,325,1003,1025,172,172,4,14,18,"1,9,48,64","0,12,14,19,29,30,33,38,42,43,47,68,70,72",9,22.52,7682.0,19839.61,27521.61,3,9,7.929092645645142,0.6
StochasticGreedy,Weighted,1500,0.9,8,1350,1114,386,358,964,756,756,6,5,11,"0,4,8,14,28,64","11,25,26,34,62",17,20.15,15219.0,17840.98,33059.979999999996,4,12,7.940043926239014,0.6
StochasticGreedy,Weighted,1500,0.9,10,1350,1411,89,1020,1261,391,391,1,13,14,27,"1,7,9,11,21,23,35,36,49,50,51,54,75",8,24.69,7299.0,21335.35,28634.35,3,13,8.084733486175537,0.6
StochasticGreedy,Weighted,2000,0.9,2,1800,1506,494,1174,1306,332,332,6,16,22,"3,7,23,65,75,76","6,11,14,16,21,27,37,39,41,43,44,52,55,57,67,72",11,26.62,9419.0,23295.44,32714.44,3,5,7.828357696533203,0.6
StochasticGreedy,Weighted,2000,0.9,4,1800,1543,457,600,1343,943,943,6,8,14,"1,15,27,28,46,60","11,54,56,62,68,69,72,76",19,15.1,16657.0,13312.63,29969.629999999997,3,7,8.654544353485107,0.6
StochasticGreedy,Weighted,2000,0.9,6,1800,1746,254,515,1546,1231,1231,4,7,11,"2,15,45,72","10,11,27,34,37,73,75",5,19.17,4374.0,16861.08,21235.08,4,10,8.871432542800903,0.6
StochasticGreedy,Weighted,2000,0.9,8,1800,1770,230,994,1570,776,776,3,13,16,"6,13,17","1,4,7,10,11,12,27,42,43,52,62,67,70",4,24.87,3520.0,21513.33,25033.33,3,11,7.810672998428345,0.6
StochasticGreedy,Weighted,2000,0.9,10,1800,1412,588,630,1212,782,782,8,9,17,"0,8,11,20,25,43,66,69","18,22,34,36,50,59,62,70,71",38,10.7,34308.0,9066.8,43374.8,2,12,8.534012794494629,0.6
StochasticGreedy,Weighted,2500,0.9,2,2250,2249,251,1062,1999,1187,1187,3,14,17,"7,12,62","0,1,9,19,23,25,29,32,33,46,48,52,72,75",5,28.67,4449.0,24726.96,29175.96,4,6,8.390684604644775,0.6
StochasticGreedy,Weighted,2500,0.9,4,2250,2067,433,852,1817,1215,1215,6,12,18,"21,31,34,45,58,73","0,5,6,16,24,28,41,57,62,64,67,74",12,22.55,10422.0,19827.21,30249.21,3,7,8.257295370101929,0.6
StochasticGreedy,Weighted,2500,0.9,6,2250,2273,227,669,2023,1604,1604,3,9,12,"0,10,52","17,23,38,40,51,55,67,71,73",23,15.9,20680.0,13453.09,34133.09,3,9,8.58327317237854,0.6
StochasticGreedy,Weighted,2500,0.9,8,2250,2201,299,329,1951,1872,1872,4,5,9,"2,34,46,60","26,40,44,52,73",33,6.4,29750.0,5330.85,35080.85,3,11,7.087963342666626,0.6
StochasticGreedy,Weighted,2500,0.9,10,2250,2270,230,908,2020,1362,1362,3,13,16,"32,62,71","0,1,2,15,21,25,28,30,39,54,55,63,69",4,26.61,3376.0,23498.75,26874.75,3,13,8.594077825546265,0.6
