Model,Graph_Version,Total_Budget,Split_Ratio,Timestep,Phase1_Budget,Phase2_Budget,Phase1_Cost,Phase2_Cost,Phase1_Remaining_Budget,Phase2_Remaining_Budget,Total_Remaining_Budget,Phase1_SeedSize,Phase2_SeedSize,Total_SeedSize,Phase1_Seeds,Phase2_Seeds,Phase1_Activated_Count,Phase2_Activated_Count,Phase1_Profit,Phase2_Profit,Total_Profit,Phase2_Duration,Total_Timestep,Execution_Time,Epsilon
StochasticGreedy,Uniform,1500,0.1,6,150,1358,142,898,8,460,460,2,13,15,"25,55","11,15,17,20,32,33,36,46,51,67,73,74,76",10,16.9,8842.0,14434.28,23276.28,3,9,7.6512229442596436,0.3
StochasticGreedy,Uniform,1500,0.1,8,150,1363,137,706,13,657,657,2,10,12,"40,55","3,4,6,16,35,37,42,52,70,73",8,12.2,7167.0,10584.21,17751.21,3,11,7.6966423988342285,0.3
StochasticGreedy,Uniform,1500,0.1,10,150,1358,142,637,8,721,721,2,9,11,"25,55","0,8,9,21,30,32,36,37,44",11,10.61,9716.0,9146.67,18862.67,2,12,7.608249664306641,0.3
StochasticGreedy,Uniform,2000,0.1,2,200,1858,142,528,58,1330,1330,2,8,10,"25,55","6,7,11,26,36,48,52,67",7,14.22,5927.0,12499.49,18426.489999999998,3,5,8.207532405853271,0.3
StochasticGreedy,Uniform,2000,0.1,4,200,1923,77,1297,123,626,626,1,17,18,25,"2,11,12,15,21,24,26,27,29,36,38,47,50,52,56,69,72",11,21.48,9802.0,18292.51,28094.51,3,7,8.015102624893188,0.3
StochasticGreedy,Uniform,2000,0.1,6,200,1827,173,656,27,1171,1171,2,9,11,"12,25","9,11,26,32,37,50,52,62,76",8,13.87,7325.0,11757.14,19082.14,3,9,8.0992112159729,0.3
StochasticGreedy,Uniform,2000,0.1,8,200,1801,199,695,1,1106,1106,3,10,13,"14,27,30","4,6,8,11,28,38,51,67,73,75",16,13.06,14093.0,11384.16,25477.16,3,11,7.711016893386841,0.3
StochasticGreedy,Uniform,2000,0.1,10,200,1851,149,300,51,1551,1551,2,4,6,"23,25","11,38,42,45",14,7.34,12412.0,6347.15,18759.15,3,13,8.163714170455933,0.3
StochasticGreedy,Uniform,2500,0.1,2,250,2267,233,907,17,1360,1360,3,12,15,"0,11,65","3,5,9,25,31,38,42,48,50,52,54,62",13,15.61,11818.0,12965.75,24783.75,3,5,8.421438694000244,0.3
StochasticGreedy,Uniform,2500,0.1,4,250,2294,206,1011,44,1283,1283,3,13,16,"0,26,29","3,6,7,12,17,38,39,45,47,48,53,62,73",14,16.3,12612.0,14127.61,26739.61,3,7,7.875279664993286,0.3
StochasticGreedy,Uniform,2500,0.1,6,250,2360,140,668,110,1692,1692,2,8,10,"0,11","3,10,13,16,18,21,37,48",19,10.35,17077.0,8894.89,25971.89,3,9,8.361291885375977,0.3
StochasticGreedy,Uniform,2500,0.1,8,250,2360,140,436,110,1924,1924,2,6,8,"0,11","4,16,27,28,36,63",18,8.4,15857.0,7323.67,23180.67,3,11,8.044333219528198,0.3
StochasticGreedy,Uniform,2500,0.1,10,250,2356,144,588,106,1768,1768,2,8,10,"25,59","2,9,20,23,32,45,62,71",18,10.22,16046.0,8519.7,24565.7,3,13,7.756436586380005,0.3
StochasticGreedy,Uniform,500,0.3,2,150,404,96,348,54,56,56,1,5,6,12,"11,26,59,61,68",1,11.99,869.0,10635.41,11504.41,4,6,8.571099996566772,0.3
StochasticGreedy,Uniform,500,0.3,4,150,363,137,330,13,33,33,2,4,6,"40,55","11,27,35,48",5,11.79,4494.0,10445.38,14939.38,4,8,8.070388555526733,0.3
StochasticGreedy,Uniform,500,0.3,6,150,360,140,142,10,218,218,2,2,4,"0,11","20,25",23,2.71,20717.0,2320.55,23037.55,2,8,7.571590423583984,0.3
StochasticGreedy,Uniform,500,0.3,8,150,351,149,182,1,169,169,2,2,4,"23,25","58,71",18,2.96,16200.0,2411.66,18611.66,2,10,7.735801696777344,0.3
StochasticGreedy,Uniform,500,0.3,10,150,359,141,299,9,60,60,2,4,6,"2,11","0,10,35,73",20,5.16,18240.0,4426.52,22666.52,2,12,7.840156316757202,0.3
StochasticGreedy,Uniform,1000,0.3,2,300,828,172,825,128,3,3,2,11,13,"11,47","4,19,21,23,27,33,36,45,51,60,63",10,14.91,8836.0,12738.38,21574.379999999997,3,5,7.666026592254639,0.3
StochasticGreedy,Uniform,1000,0.3,4,300,766,234,735,66,31,31,3,9,12,"20,48,57","11,21,25,29,43,49,53,58,64",8,17.22,7295.0,14905.86,22200.86,3,7,7.491409778594971,0.3
StochasticGreedy,Uniform,1000,0.3,6,300,923,77,880,223,43,43,1,11,12,25,"9,12,27,42,46,53,54,66,70,71,74",9,12.62,8103.0,10668.34,18771.34,2,8,7.926445960998535,0.3
StochasticGreedy,Uniform,1000,0.3,8,300,789,211,588,89,201,201,3,8,11,"20,27,68","5,11,24,48,59,69,72,73",4,15.61,3650.0,13677.68,17327.68,3,11,8.278421401977539,0.3
StochasticGreedy,Uniform,1000,0.3,10,300,860,140,815,160,45,45,2,11,13,"0,11","7,25,31,37,40,49,52,56,60,70,74",13,14.36,12053.0,11962.11,24015.11,3,13,8.061041831970215,0.3
StochasticGreedy,Uniform,1500,0.3,2,450,1284,216,748,234,536,536,3,10,13,"8,36,66","14,23,28,41,47,48,49,65,70,74",4,15.68,3640.0,13306.26,16946.260000000002,3,5,8.221117496490479,0.3
StochasticGreedy,Uniform,1500,0.3,4,450,1324,176,535,274,789,789,2,8,10,"22,27","6,11,12,15,30,40,44,45",12,11.39,10665.0,9875.98,20540.98,3,7,8.387477397918701,0.3
StochasticGreedy,Uniform,1500,0.3,6,450,1363,137,364,313,999,999,2,5,7,"16,54","0,11,26,58,75",2,12.63,1731.0,11236.92,12967.92,4,10,7.240460395812988,0.3
StochasticGreedy,Uniform,1500,0.3,8,450,1173,327,769,123,404,404,4,10,14,"12,21,25,70","7,10,11,15,29,30,34,39,47,51",7,14.3,6356.0,12340.18,18696.18,3,11,8.299992799758911,0.3
StochasticGreedy,Uniform,1500,0.3,10,450,1098,402,819,48,279,279,5,11,16,"1,11,12,17,70","6,9,18,21,26,37,39,43,57,71,74",18,13.02,16017.0,11362.43,27379.43,3,13,8.586672067642212,0.3
StochasticGreedy,Uniform,2000,0.3,2,600,1736,264,487,336,1249,1249,4,7,11,"16,31,68,70","11,23,24,60,62,67,74",8,13.66,7129.0,11792.98,18921.98,3,5,7.815997362136841,0.3
StochasticGreedy,Uniform,2000,0.3,4,600,1787,213,447,387,1340,1340,3,6,9,"0,25,40","16,35,36,41,72,74",16,7.34,14656.0,6360.35,21016.35,2,6,8.077558040618896,0.3
StochasticGreedy,Uniform,2000,0.3,6,600,1601,399,485,201,1116,1116,5,7,12,"22,25,43,46,58","2,4,11,23,36,56,68",14,11.84,12396.0,10202.78,22598.78,3,9,8.50410532951355,0.3
StochasticGreedy,Uniform,2000,0.3,8,600,1688,312,411,288,1277,1277,4,6,10,"0,7,44,57","3,6,19,25,30,39",18,8.31,16063.0,7307.65,23370.65,3,11,7.851347923278809,0.3
StochasticGreedy,Uniform,2000,0.3,10,600,1860,140,861,460,999,999,2,11,13,"0,11","7,13,35,46,48,50,58,61,70,72,74",15,14.17,13624.0,12012.43,25636.43,3,13,8.258838176727295,0.3
StochasticGreedy,Uniform,2500,0.3,2,750,2365,135,962,615,1403,1403,2,13,15,"0,34","9,11,14,17,18,30,39,46,63,65,71,73,74",2,19.29,1685.0,16450.79,18135.79,3,5,8.2715482711792,0.3
StochasticGreedy,Uniform,2500,0.3,4,750,2297,203,1035,547,1262,1262,3,14,17,"17,24,74","0,3,5,6,11,12,15,19,21,23,28,52,66,68",7,20.28,6151.0,17782.29,23933.29,3,7,7.172882556915283,0.3
StochasticGreedy,Uniform,2500,0.3,6,750,2275,225,954,525,1321,1321,3,13,16,"25,36,49","0,5,7,9,13,15,17,24,28,33,37,44,70",15,15.65,13306.0,13340.77,26646.77,3,9,7.657602548599243,0.3
StochasticGreedy,Uniform,2500,0.3,8,750,2423,77,588,673,1835,1835,1,8,9,25,"3,16,31,37,43,45,61,69",9,9.67,8166.0,8396.87,16562.870000000003,3,11,8.168670415878296,0.3
StochasticGreedy,Uniform,2500,0.3,10,750,2177,323,1043,427,1134,1134,4,13,17,"2,29,57,69","9,14,16,19,21,25,27,32,33,40,46,51,53",10,15.96,8997.0,13271.45,22268.45,3,13,7.44471549987793,0.3
StochasticGreedy,Uniform,500,0.5,2,250,366,134,339,116,27,27,2,5,7,"68,72","11,23,26,33,43",2,11.66,1769.0,10177.36,11946.36,4,6,8.000925064086914,0.3
StochasticGreedy,Uniform,500,0.5,4,250,289,211,240,39,49,49,3,3,6,"20,27,68","10,11,18",14,6.92,12691.0,5944.4,18635.4,3,7,7.361730337142944,0.3
StochasticGreedy,Uniform,500,0.5,6,250,268,232,212,18,56,56,3,3,6,"11,24,58","0,72,75",22,3.97,19958.0,3539.59,23497.59,2,8,7.771026849746704,0.3
StochasticGreedy,Uniform,500,0.5,8,250,272,228,151,22,121,121,3,2,5,"25,27,64","0,16",17,4.12,15104.0,3716.24,18820.239999999998,3,11,8.055732488632202,0.3
StochasticGreedy,Uniform,500,0.5,10,250,325,175,302,75,23,23,2,4,6,"46,57","11,25,48,62",4,11.83,3474.0,10445.74,13919.74,4,14,7.740952730178833,0.3
StochasticGreedy,Uniform,1000,0.5,2,500,863,137,547,363,316,316,2,8,10,"40,55","0,2,11,23,28,43,52,72",3,15.49,2407.0,13480.33,15887.33,4,6,8.263561010360718,0.3
StochasticGreedy,Uniform,1000,0.5,4,500,771,229,365,271,406,406,3,5,8,"22,27,73","11,17,26,39,48",9,11.42,8021.0,10044.63,18065.629999999997,3,7,7.667819499969482,0.3
StochasticGreedy,Uniform,1000,0.5,6,500,868,132,781,368,87,87,2,11,13,"48,68","0,12,14,26,28,36,41,47,61,62,73",9,14.58,8014.0,12651.33,20665.33,3,9,7.190457344055176,0.3
StochasticGreedy,Uniform,1000,0.5,8,500,865,135,729,365,136,136,2,10,12,"11,70","12,15,26,30,32,44,45,46,57,58",14,12.38,13112.0,10473.85,23585.85,3,11,7.743740081787109,0.3
StochasticGreedy,Uniform,1000,0.5,10,500,784,216,532,284,252,252,3,8,11,"18,41,55","3,6,11,15,39,50,54,69",9,12.35,8109.0,10967.6,19076.6,3,13,7.98030424118042,0.3
StochasticGreedy,Uniform,1500,0.5,2,750,1423,77,633,673,790,790,1,8,9,25,"6,7,18,27,29,40,51,65",8,10.83,7340.0,9460.92,16800.92,3,5,8.005959510803223,0.3
StochasticGreedy,Uniform,1500,0.5,4,750,900,600,325,150,575,575,8,4,12,"7,9,10,17,36,43,72,74","11,18,27,61",10,11.04,8675.0,9721.53,18396.53,4,8,8.411522388458252,0.3
StochasticGreedy,Uniform,1500,0.5,6,750,1189,311,791,439,398,398,5,10,15,"43,45,62,67,68","5,11,20,22,36,39,48,49,58,63",5,17.29,4422.0,15009.27,19431.27,3,9,7.913928985595703,0.3
StochasticGreedy,Uniform,1500,0.5,8,750,1380,120,713,630,667,667,2,10,12,"24,68","7,15,17,30,34,40,43,57,61,64",10,12.48,9207.0,10506.46,19713.46,3,11,7.947466135025024,0.3
StochasticGreedy,Uniform,1500,0.5,10,750,1054,446,788,304,266,266,6,11,17,"27,51,67,68,71,74","5,16,18,26,30,32,34,39,43,44,62",14,13.13,12219.0,11215.29,23434.29,3,13,8.152782678604126,0.3
StochasticGreedy,Uniform,2000,0.5,2,1000,1676,324,582,676,1094,1094,4,8,12,"2,11,35,56","1,7,8,20,43,49,54,55",14,9.94,12382.0,8601.06,20983.059999999998,3,5,8.051819324493408,0.3
StochasticGreedy,Uniform,2000,0.5,4,1000,1852,148,869,852,983,983,2,11,13,"11,23","3,5,7,8,10,15,22,42,50,58,72",16,12.19,14429.0,10353.1,24782.1,2,6,7.994309902191162,0.3
StochasticGreedy,Uniform,2000,0.5,6,1000,1769,231,650,769,1119,1119,4,8,12,"0,6,30,43","5,14,29,38,40,58,61,62",19,10.4,17257.0,8641.18,25898.18,3,9,7.596635818481445,0.3
StochasticGreedy,Uniform,2000,0.5,8,1000,1699,301,545,699,1154,1154,4,8,12,"0,27,51,68","4,6,19,32,36,52,61,72",25,8.37,22559.0,6971.52,29530.52,2,10,7.902983665466309,0.3
StochasticGreedy,Uniform,2000,0.5,10,1000,1711,289,713,711,998,998,5,10,15,"6,7,15,36,54","2,9,18,24,31,37,52,53,68,75",5,13.3,4538.0,11232.06,15770.06,3,13,7.4230194091796875,0.3
StochasticGreedy,Uniform,2500,0.5,2,1250,2411,89,1013,1161,1398,1398,1,14,15,71,"9,15,20,21,25,27,28,39,43,51,54,72,73,75",1,18.12,723.0,15985.26,16708.260000000002,3,5,7.153929948806763,0.3
StochasticGreedy,Uniform,2500,0.5,4,1250,2341,159,990,1091,1351,1351,2,13,15,"0,49","11,22,27,36,37,39,40,51,52,54,56,58,72",3,19.7,2621.0,17124.19,19745.19,4,8,7.8096253871917725,0.3
StochasticGreedy,Uniform,2500,0.5,6,1250,2245,255,922,995,1323,1323,4,13,17,"33,36,48,68","12,20,21,22,25,31,37,41,50,59,64,67,73",9,16.38,7930.0,13871.5,21801.5,3,9,8.159163236618042,0.3
StochasticGreedy,Uniform,2500,0.5,8,1250,2344,156,870,1094,1474,1474,2,12,14,"24,58","19,21,27,28,29,44,52,54,67,74,75,76",6,14.35,5440.0,12297.1,17737.1,3,11,8.595157384872437,0.3
StochasticGreedy,Uniform,2500,0.5,10,1250,2022,478,1288,772,734,734,6,18,24,"0,23,46,51,58,63","4,6,20,28,29,31,36,37,38,39,42,43,45,47,56,64,65,72",16,19.56,14090.0,16608.8,30698.8,2,12,8.286823034286499,0.3
StochasticGreedy,Uniform,500,0.7,2,350,404,96,283,254,121,121,1,4,5,12,"11,48,74,75",5,10.21,4416.0,9096.64,13512.64,3,5,7.966200590133667,0.3
StochasticGreedy,Uniform,500,0.7,4,350,260,240,244,110,16,16,3,3,6,"57,68,71","9,11,23",6,8.88,5268.0,7767.66,13035.66,3,7,8.352613925933838,0.3
StochasticGreedy,Uniform,500,0.7,6,350,423,77,415,273,8,8,1,6,7,25,"11,15,24,31,47,59",7,11.23,6141.0,9817.61,15958.61,3,9,7.99267315864563,0.3
StochasticGreedy,Uniform,500,0.7,8,350,331,169,301,181,30,30,2,4,6,"11,58","46,48,61,68",17,5.89,15611.0,4937.91,20548.91,2,10,8.338990211486816,0.3
StochasticGreedy,Uniform,500,0.7,10,350,301,199,161,151,140,140,3,2,5,"0,39,45","23,38",16,3.45,14397.0,2813.29,17210.29,2,12,8.504213333129883,0.3
StochasticGreedy,Uniform,1000,0.7,2,700,935,65,418,635,517,517,1,6,7,20,"0,11,37,39,48,55",1,15.38,904.0,13719.55,14623.55,3,5,8.330625772476196,0.3
StochasticGreedy,Uniform,1000,0.7,4,700,791,209,395,491,396,396,3,6,9,"27,59,73","15,24,25,54,57,67",13,7.61,11830.0,6471.97,18301.97,3,7,8.148171186447144,0.3
StochasticGreedy,Uniform,1000,0.7,6,700,847,153,363,547,484,484,2,5,7,"23,46","2,11,47,59,67",10,8.9,8919.0,7554.5,16473.5,3,9,7.999648571014404,0.3
StochasticGreedy,Uniform,1000,0.7,8,700,825,175,794,525,31,31,2,11,13,"46,57","2,4,13,15,16,19,39,43,51,59,64",3,14.05,2504.0,12162.36,14666.36,3,11,7.610554933547974,0.3
StochasticGreedy,Uniform,1000,0.7,10,700,854,146,411,554,443,443,2,6,8,"27,68","4,17,35,54,64,74",13,7.73,11750.0,6519.5,18269.5,3,13,7.513085842132568,0.3
StochasticGreedy,Uniform,1500,0.7,2,1050,1314,186,730,864,584,584,3,11,14,"11,36,68","8,20,21,24,26,28,30,50,61,73,74",12,13.29,10961.0,11521.66,22482.66,3,5,7.653020143508911,0.3
StochasticGreedy,Uniform,1500,0.7,4,1050,1236,264,1042,786,194,194,4,14,18,"0,11,59,68","5,7,9,15,17,23,30,36,39,49,54,58,67,71",20,16.84,18082.0,14105.37,32187.370000000003,3,7,7.2133073806762695,0.3
StochasticGreedy,Uniform,1500,0.7,6,1050,1404,96,428,954,976,976,1,6,7,12,"11,20,24,26,48,71",2,14.4,1690.0,12660.68,14350.68,4,10,7.766095161437988,0.3
StochasticGreedy,Uniform,1500,0.7,8,1050,933,567,585,483,348,348,8,8,16,"24,28,33,34,43,50,57,71","1,5,6,17,18,19,62,73",25,9.08,22315.0,7755.75,30070.75,2,10,7.4449639320373535,0.3
StochasticGreedy,Uniform,1500,0.7,10,1050,1423,77,824,973,599,599,1,11,12,25,"0,20,23,38,52,54,56,58,63,71,74",4,15.13,3534.0,12834.98,16368.98,3,13,8.512173652648926,0.3
StochasticGreedy,Uniform,2000,0.7,2,1400,1662,338,652,1062,1010,1010,4,10,14,"16,23,66,71","11,15,18,28,43,46,48,64,67,73",14,16.15,12365.0,13953.42,26318.42,3,5,7.794496536254883,0.3
StochasticGreedy,Uniform,2000,0.7,4,1400,1713,287,386,1113,1327,1327,4,6,10,"6,11,37,49","4,19,28,43,68,75",24,6.69,21235.0,5915.51,27150.510000000002,2,6,7.781055212020874,0.3
StochasticGreedy,Uniform,2000,0.7,6,1400,1691,309,749,1091,942,942,5,10,15,"26,37,43,45,55","1,2,11,16,19,28,32,41,46,62",9,15.67,8044.0,13301.07,21345.07,3,9,8.414732933044434,0.3
StochasticGreedy,Uniform,2000,0.7,8,1400,1941,59,623,1341,1318,1318,1,9,10,70,"0,11,14,15,16,19,21,30,40",1,15.05,897.0,13143.14,14040.14,3,11,7.719572067260742,0.3
StochasticGreedy,Uniform,2000,0.7,10,1400,1779,221,183,1179,1596,1596,3,2,5,"0,29,48","1,51",21,2.29,19516.0,1893.04,21409.04,2,12,7.167859315872192,0.3
StochasticGreedy,Uniform,2500,0.7,2,1750,2287,213,871,1537,1416,1416,3,12,15,"26,29,52","1,3,18,28,31,43,53,54,56,59,68,72",6,14.29,5393.0,12319.0,17712.0,3,5,8.203167200088501,0.3
StochasticGreedy,Uniform,2500,0.7,4,1750,2364,136,1223,1614,1141,1141,2,17,19,"41,68","1,2,11,12,16,18,20,22,28,30,32,37,40,43,44,52,64",2,22.82,1760.0,19260.7,21020.7,3,7,8.324227094650269,0.3
StochasticGreedy,Uniform,2500,0.7,6,1750,2363,137,1521,1613,842,842,2,20,22,"40,55","4,8,9,13,15,24,29,32,33,35,36,38,41,42,46,50,57,67,69,76",9,22.01,8114.0,18291.66,26405.66,3,9,7.962873458862305,0.3
StochasticGreedy,Uniform,2500,0.7,8,1750,2166,334,1029,1416,1137,1137,4,15,19,"23,51,60,71","0,3,8,13,14,18,20,26,30,36,37,43,44,50,65",10,17.95,8579.0,15523.5,24102.5,3,11,8.62722110748291,0.3
StochasticGreedy,Uniform,2500,0.7,10,1750,2097,403,1014,1347,1083,1083,6,14,20,"11,17,20,40,50,73","2,6,8,12,14,26,34,35,36,53,54,56,60,63",20,16.07,17652.0,13621.64,31273.64,3,13,8.276930570602417,0.3
StochasticGreedy,Uniform,500,0.9,2,450,363,137,171,313,192,192,2,2,4,"40,55","5,11",11,6.17,9632.0,5449.2,15081.2,3,5,7.841413497924805,0.3
StochasticGreedy,Uniform,500,0.9,4,450,363,137,165,313,198,198,2,2,4,"40,55","11,71",11,6.05,9776.0,5273.55,15049.55,3,7,7.771368741989136,0.3
StochasticGreedy,Uniform,500,0.9,6,450,242,258,174,192,68,68,3,3,6,"11,27,56","0,14,73",21,3.96,18922.0,3524.45,22446.45,2,8,8.160837173461914,0.3
StochasticGreedy,Uniform,500,0.9,8,450,186,314,137,136,49,49,5,2,7,"6,15,26,59,69","40,55",17,3.48,15588.0,2927.58,18515.58,2,10,8.33336615562439,0.3
StochasticGreedy,Uniform,500,0.9,10,450,354,146,293,304,61,61,2,4,6,"27,68","0,9,11,14",6,8.98,5647.0,7876.69,13523.689999999999,3,13,8.263696432113647,0.3
StochasticGreedy,Uniform,1000,0.9,2,900,848,152,397,748,451,451,2,6,8,"25,39","6,15,34,59,65,74",12,6.61,10785.0,5772.31,16557.31,2,4,7.637326955795288,0.3
StochasticGreedy,Uniform,1000,0.9,4,900,598,402,412,498,186,186,5,6,11,"22,23,27,49,70","0,26,39,46,74,75",18,8.22,15676.0,7230.64,22906.64,3,7,7.852303504943848,0.3
StochasticGreedy,Uniform,1000,0.9,6,900,792,208,741,692,51,51,3,10,13,"18,25,70","4,6,16,26,37,52,60,63,66,71",10,12.16,8735.0,10248.64,18983.64,3,9,7.342469930648804,0.3
StochasticGreedy,Uniform,1000,0.9,8,900,656,344,524,556,132,132,5,7,12,"0,48,54,58,64","11,18,19,24,47,56,68",12,12.96,10377.0,11365.23,21742.23,3,11,8.03753399848938,0.3
StochasticGreedy,Uniform,1000,0.9,10,900,747,253,675,647,72,72,3,9,12,"8,27,51","21,30,39,40,41,46,53,59,67",15,9.85,13688.0,8215.8,21903.8,2,12,7.891301155090332,0.3
StochasticGreedy,Uniform,1500,0.9,2,1350,699,801,315,549,384,384,10,5,15,"13,19,39,41,44,46,47,58,63,64","11,15,18,20,54",16,9.32,13480.0,8314.31,21794.309999999998,3,5,8.085805654525757,0.3
StochasticGreedy,Uniform,1500,0.9,4,1350,1246,254,566,1096,680,680,3,8,11,"42,66,71","6,11,20,30,48,57,58,68",3,15.96,2410.0,14217.99,16627.989999999998,3,7,7.472945690155029,0.3
StochasticGreedy,Uniform,1500,0.9,6,1350,1253,247,760,1103,493,493,3,11,14,"46,48,76","3,6,23,24,28,36,41,43,44,55,57",7,16.21,5837.0,14166.67,20003.67,3,9,7.985834121704102,0.3
StochasticGreedy,Uniform,1500,0.9,8,1350,749,751,226,599,523,523,11,3,14,"11,15,25,34,40,45,52,56,67,70,74","23,26,57",27,5.27,23557.0,4559.54,28116.54,3,11,7.47817325592041,0.3
StochasticGreedy,Uniform,1500,0.9,10,1350,1424,76,417,1274,1007,1007,1,6,7,11,"4,31,37,55,60,72",17,8.81,15494.0,7396.66,22890.66,3,13,8.209014415740967,0.3
StochasticGreedy,Uniform,2000,0.9,2,1800,1613,387,626,1413,987,987,6,8,14,"14,20,25,37,40,73","9,11,12,32,33,53,54,72",12,11.82,10421.0,10048.49,20469.489999999998,3,5,7.986109972000122,0.3
StochasticGreedy,Uniform,2000,0.9,4,1800,1792,208,548,1592,1244,1244,3,7,10,"6,31,57","3,8,11,33,39,48,58",6,13.44,5257.0,11844.65,17101.65,3,7,7.850075006484985,0.3
StochasticGreedy,Uniform,2000,0.9,6,1800,1748,252,577,1548,1171,1171,4,8,12,"19,48,68,73","7,11,15,31,41,44,46,62",12,11.88,10645.0,10181.64,20826.64,3,9,7.990039825439453,0.3
StochasticGreedy,Uniform,2000,0.9,8,1800,1497,503,912,1297,585,585,7,13,20,"1,19,25,27,30,37,64","4,7,15,24,36,39,42,46,47,54,58,73,75",17,14.2,14874.0,12180.61,27054.61,2,10,8.337960004806519,0.3
StochasticGreedy,Uniform,2000,0.9,10,1800,1636,364,393,1436,1243,1243,4,5,9,"13,41,57,58","11,16,23,46,63",8,11.69,7158.0,10127.85,17285.85,3,13,7.725978374481201,0.3
StochasticGreedy,Uniform,2500,0.9,2,2250,2356,144,717,2106,1639,1639,2,9,11,"4,48","3,7,8,19,22,39,47,65,67",11,9.8,10104.0,8392.9,18496.9,2,4,8.419897317886353,0.3
StochasticGreedy,Uniform,2500,0.9,4,2250,1881,619,1129,1631,752,752,9,15,24,"6,7,15,16,26,39,59,60,64","1,11,22,25,28,32,34,36,45,49,52,53,58,74,75",13,20.8,11351.0,17618.67,28969.67,3,7,8.61995530128479,0.3
StochasticGreedy,Uniform,2500,0.9,6,2250,2443,57,1022,2193,1421,1421,1,13,14,68,"6,7,11,27,40,51,53,56,57,60,62,64,74",1,20.31,930.0,17672.12,18602.12,3,9,7.710466623306274,0.3
StochasticGreedy,Uniform,2500,0.9,8,2250,2256,244,901,2006,1355,1355,3,12,15,"35,41,48","4,11,20,25,33,39,40,42,44,49,65,74",12,15.76,10782.0,13216.23,23998.23,3,11,8.220973491668701,0.3
StochasticGreedy,Uniform,2500,0.9,10,2250,2404,96,1012,2154,1392,1392,1,14,15,12,"2,3,14,20,31,36,47,52,56,57,62,63,70,74",3,17.01,2593.0,14496.48,17089.48,3,13,7.735178470611572,0.3
